,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,type,sparkling
77230,South Africa,"Winemaker: Danie Steytler. Direct and clean aromas of Anjou pear, apple flesh, hay, citrus zest, lime leaf and wet stone greet you on the nose of this attractive old-vine Chenin Blanc. The palate boasts a pleasant weight and richness, but with lifting acidity and bright, citrusy flavors for balance. Notes of fresh hay and soft toast unfold on the finish. It's a joy to drink now, but this harmonious and well-balanced wine will age well through 2022.",Cape Winemakers Guild Auction Selection 1947,93,,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,Kaapzicht 2015 Cape Winemakers Guild Auction Selection 1947 Chenin Blanc (Stellenbosch),Chenin Blanc,Kaapzicht,white,no
78042,US,"Aromas of freshly cut yellow apple, herb and beeswax lead to a medium-bodied palate. It shows good intensity and length.",The Brasher Block Old Vine,90,25.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Merriman 2013 The Brasher Block Old Vine Chenin Blanc (Columbia Valley (WA)),Chenin Blanc,Merriman,white,no
78237,France,"Full marks to Moncontour for indicating on the label that this is a dry wine (not always the case in Vouvray). In 2007, that dryness translates into a dominant acidity, fresh apple flavors and a texture of lemon zest. It is a crisp wine, either to be drunk now or aged for 4–5 years for the secondary flavors to develop.",Sec,87,16.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Château Moncontour 2007 Sec  (Vouvray),Chenin Blanc,Château Moncontour,white,no
78670,France,"Although this wine is labeled as dry, its honey and smooth apple character suggests a definite sweetness. Rich, full and concentrated, it brings in spice, ripe tropical fruits and just a touch of acidity at the end.",Clos de la Division,91,25.0,Loire Valley,Anjou,,Roger Voss,@vossroger,Château la Varière 2010 Clos de la Division Chenin Blanc (Anjou),Chenin Blanc,Château la Varière,white,no
78703,France,"Not quite dry, but certainly not medium dry, this is a hard wine to place. It has yeasty flavors and and an acidity that seems unbalanced. The aftertaste, with its baked-apple flavor, is more attractive.",La Javeline,83,,Loire Valley,Vouvray,,Roger Voss,@vossroger,Cave des Producteurs de Vouvray 2012 La Javeline  (Vouvray),Chenin Blanc,Cave des Producteurs de Vouvray,white,no
78976,France,"Honey, almonds and intense acidity mingle in this off-dry wine. The acidity is still dominant, surpassing the apple and berry fruitiness. Wait until 2015 before drinking.",Demi-Sec,85,16.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Domaine de Vaugondy 2013 Demi-Sec  (Vouvray),Chenin Blanc,Domaine de Vaugondy,white,no
79717,Mexico,"Neutral on the nose, with hints of peach and melon, this Chenin is flabby and struggling to stay afloat. Lightly oxidized, yeasty flavors of apricot and melon finish with barely a pulse.",Chenin Blanc,80,13.0,Valle de Guadalupe,,,Michael Schachner,@wineschach,L.A. Cetto 2013 Chenin Blanc (Valle de Guadalupe),Chenin Blanc,L.A. Cetto,white,no
80657,South Africa,"A complex and layered wine, this is always one of South Africa's top Chenin Blancs. The bouquet opens with notes of chalk, lanolin, toasted apple skin, blanched almond and clove-studded orange peel. The palate is toasty, but well integrated; the apple, apricot and melon fruit core marry harmoniously with the wood and sweet spice characteristics. Round and smooth in texture, but with ample acidity to keep the mouthfeel fresh and the finish bright. Drink now–2017.",Chenin Blanc,92,35.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,DeMorgenzon 2012 Chenin Blanc (Stellenbosch),Chenin Blanc,DeMorgenzon,white,no
81019,France,"This is a smooth and creamy wine with soft apple flavors mingling with almonds and brisk acidity. It has a tight edge of minerality that adds a fine texture, offering a glimpse of the extra richness that can be expected in 2–3 years.",Clos le Vigneau,90,18.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Château Gaudrelle 2010 Clos le Vigneau  (Vouvray),Chenin Blanc,Château Gaudrelle,white,no
81093,France,"Somewhere between medium-dry and medium-sweet, this lightly honeyed wine has acidity and baked-apple flavors. The aftertaste is crisp. Drink now.",Chenin Blanc,84,17.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Rémy-Pannier 2015  Vouvray,Chenin Blanc,Rémy-Pannier,white,no
81293,France,"Intensely liquorous, this finely balanced wine shows considerable sweetness, but it is so delicate and understated. This makes it a great food wine. There is a suggestion of honey, while baked apple flavors are more apparent. And the layer of acidity keeps the wine fresh and racy.",Clos de la Guiberderie,91,,Loire Valley,Coteaux du Layon Saint Aubin,,Roger Voss,@vossroger,Domaine Philippe Delesvaux 2004 Clos de la Guiberderie Chenin Blanc (Coteaux du Layon Saint Aubin),Chenin Blanc,Domaine Philippe Delesvaux,white,no
81300,France,"Certainly intense, dominated by dry botrytis, with the syrup element here in texture rather than taste. The wine has a great tension between richness and intense acidity, a wine with a potential of 15 years aging or more, but for the moment an intense glass of wine.",Nectar de Moncontour,91,45.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Château Moncontour 2005 Nectar de Moncontour  (Vouvray),Chenin Blanc,Château Moncontour,white,no
81486,France,"From old vines, up to 45-years-old, the wine is attractively off dry, retaining plenty of acidity as well as gaining touches of honey and creamed apples. The wine is light while deliciously fruity. Drink from mid 2018.",Demi-Sec,89,18.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Château Moncontour 2016 Demi-Sec  (Vouvray),Chenin Blanc,Château Moncontour,white,no
81488,France,"This nutty aromatic wine is crisp, tight and with intense acidity. It has a mineral edge as well as citrus fruit, grapefruit and lemon flavors. The wine is lively, perfumed and ready to drink.",Les Quarterons Brut,89,24.0,Loire Valley,Crémant de Loire,,Roger Voss,@vossroger,Domaine Amirault 2015 Les Quarterons Brut Chenin Blanc (Crémant de Loire),Chenin Blanc,Domaine Amirault,white,no
81498,France,The touches of wood aging are apparent in the almond and toasty edge to this perfumed wine. Quince and apricot fruit show strongly through the tight dry texture and minerality. It's a wine made to be drunk young with great fruit. Drink now.,Spring,88,20.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Domaine Vincent Carême 2015 Spring  (Vouvray),Chenin Blanc,Domaine Vincent Carême,white,no
81519,France,"This is a soft, still-young wine. It has nut and yeast flavors that are dominating the ripe white-stone fruits. There is a hint of Chenin honey although, of course, the wine is bone dry. The wine will need to age more and should not be drunk before 2018.",Clos la Royauté,87,18.0,Loire Valley,Savennières,,Roger Voss,@vossroger,Vignobles Laffourcade 2013 Clos la Royauté  (Savennières),Chenin Blanc,Vignobles Laffourcade,white,no
81965,South Africa,"Soft scents of white flowers and honeysuckle grace the lemon-lime and green apple fruit tones on the nose and mouth. It's well-balanced and accessible, with bright, citrusy acidity and a touch of pithy texture to the close. Drink now–2018.",Chenin Blanc,89,20.0,Bot River,,,Lauren Buzzeo,@laurbuzz,Beaumont 2016 Chenin Blanc (Bot River),Chenin Blanc,Beaumont,white,no
82145,New Zealand,"This biodynamic wine is a study in contrasts. Non-fruit aromas of wax, paraffin and lanolin are offset by bright pineapple flavors, while a long, zesty finish balances the wine's ample weight and slightly creamy texture. Delicious now, it should drink well through at least 2022.",Te Arai Vineyard,91,30.0,Gisborne,,,Joe Czerwinski,@JoeCz,Millton 2015 Te Arai Vineyard Chenin Blanc (Gisborne),Chenin Blanc,Millton,white,no
82146,France,"Produced from organic grapes, the wine is beautiful and honey touched. Its acidity keeps crispness while the fruit shines with lemon and creamed-apple flavors. Drink from 2018.",Cuvée Silex,91,23.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Domaine Vigneau-Chevreau 2015 Cuvée Silex  (Vouvray),Chenin Blanc,Domaine Vigneau-Chevreau,white,no
82268,US,"These old, head-trained bush vines make for stunning wines year after year. This vintage shows lemon rind, orange-laced tonic water, yellow pear and a fragrant chilled Pink Lady apple element on the nose. The palate is all about tense texture, but also shows refreshing flavors of green pluot, tart plum and a touch of sweet basil.",Heritage Vines,92,25.0,California,Chalone,Central Coast,Matt Kettmann,@mattkettmann,Chalone Vineyard 2014 Heritage Vines Chenin Blanc (Chalone),Chenin Blanc,Chalone Vineyard,white,no
82311,US,"VS stands for “Vouvray Style,” a nod to the Loire Valley. Notes of citrus and mineral stand out first, seeming almost tart, like a squeeze of lemon, followed by a touch of almond. Pair this with seafood, especially scallops or raw oysters.",VS,87,24.0,California,Clarksburg,Central Valley,Virginie Boone,@vboone,Clarksburg Wine Company 2010 VS Chenin Blanc (Clarksburg),Chenin Blanc,Clarksburg Wine Company,white,no
82976,South Africa,"A pleasant herbal character dominates the nose of this wine, expressed in waves of lemongrass, verbena and fynbos. Additional notes of firm pear, green melon and lemon provide a solid backbone. It's lightweight and clean, finishing fresh and easy. Drink now.",Chenin Blanc,86,10.0,Robertson,,,Lauren Buzzeo,@laurbuzz,Robertson Winery 2015 Chenin Blanc (Robertson),Chenin Blanc,Robertson Winery,white,no
83008,Mexico,"Monte Xanic puts out a number of solid wines at this affordable level. This blend features apple, citrus and mild sulfuric oiliness on the nose. The feel is correct and clean, while basic flavors of peach and apple carry onto a sweet-leaning finish where banana and pear notes linger.",Chenin-Colombard,87,16.0,Valle de Guadalupe,,,Michael Schachner,@wineschach,Monte Xanic 2012 Chenin-Colombard Chenin Blanc (Valle de Guadalupe),Chenin Blanc,Monte Xanic,white,no
83314,France,"From a vineyard that is shaped like a butterly (Papillon), this is a ripe, rich and dry wine. It has honey, almonds and fresh pear, with a taut mineral structure to hold it all together. Although delicious, the wine is still too young, so wait until 2017 for it to begin to shine.",Clos du Papillon,92,45.0,Loire Valley,Savennières,,Roger Voss,@vossroger,Domaine des Baumard 2011 Clos du Papillon  (Savennières),Chenin Blanc,Domaine des Baumard,white,no
83622,India,"Pineapple, grapefruit, and apricot show brightly on the nose and palate. Simultaneously refreshing and sophisticated on the palate, this wine has a crisp, lingering finish laced with flavors of almond blossom.",Chenin Blanc,90,10.0,Nashik,,,Mike DeSimone,@worldwineguys,Sula 2013 Chenin Blanc (Nashik),Chenin Blanc,Sula,white,no
83747,France,"Intensely fruity, ripe and full-bodied. It has delicious apple and apricot flavors, bursting out of the glass with pure enjoyment. Lively acidity gives an extra dimension of brightness. Drink now.",Le Chenin,89,18.0,Loire Valley,Anjou,,Roger Voss,@vossroger,Domaine FL 2010 Le Chenin Chenin Blanc (Anjou),Chenin Blanc,Domaine FL,white,no
84283,France,"The four fingers of land that stick out over the Layon Valley in the Chaume appellation are immensely propitious for the formation of botrytis in the autumn mists. This wine with its opulent honey and spice character is the result. It is full of yellow fruits, while keeping freshness that lifts the richness of the wine. This wine is still very young, don't drink before 2022.",Grand Cru,94,65.0,Loire Valley,Quarts de Chaume,,Roger Voss,@vossroger,Domaine du Petit Métris 2014 Grand Cru  (Quarts de Chaume),Chenin Blanc,Domaine du Petit Métris,white,no
85373,South Africa,"The nose on this wine impresses from the start, with its clean aromas of apples, spice and citrus. On the palate, an attractive balance of minerality and refreshing fruit triumphs. Not terribly complex, but fun and exciting.",Chenin Blanc,87,12.0,Stellenbosch,,,Susan Kostrzewa,@suskostrzewa,Vinum Africa 2007 Chenin Blanc (Stellenbosch),Chenin Blanc,Vinum Africa,white,no
85444,South Africa,"Pretty, balanced and elegant, this wine offers varietally correct aromas and flavors of citrus, melon and apple, all buoyed by a crisp minerality that offers lift. Also true to the style, there's a round sweetness here that gives the wine an opulent edge. Pair with a chicken salad or seafood.",Chenin Blanc,88,10.0,Stellenbosch,,,Susan Kostrzewa,@suskostrzewa,Winery of Good Hope 2007 Chenin Blanc (Stellenbosch),Chenin Blanc,Winery of Good Hope,white,no
85690,France,"Producers in Cahors are re-introducing Chenin Blanc back to its original home. That it is a happy grape in a Cahors vineyard is proved by this deliciously ripe and perfumed wine. It is full with a balance with crispness and white and yellow fruits. It could age another few months, so drink from 2018.",Chenin de Mercuès,90,18.0,Southwest France,Côtes du Lot,,Roger Voss,@vossroger,Georges Vigouroux 2014 Chenin de Mercuès Chenin Blanc (Côtes du Lot),Chenin Blanc,Georges Vigouroux,white,no
85985,South Africa,"This limited release is big and flavorful upfront, with assertive aromas of sweet spice, clementine, tropical fruit and blanched almonds. A fleshy pear flavor leads the round, mouth-filling palate, followed by a lengthy finish laced with notes of hazelnut toast and sweet spice. Ready to drink now.",Spellbinding,88,31.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,Leopard Frog NV Spellbinding Chenin Blanc (Stellenbosch),Chenin Blanc,Leopard Frog,white,no
87082,South Africa,"A nice and easy Chenin Blanc that's also a terrific value, this white offers bright notes of ripe red apple flesh and lime rind followed by a touch of woody spice on the close. Medium weight with good cut and freshness; drink now.",Chenin Blanc,88,12.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,Simonsig 2011 Chenin Blanc (Stellenbosch),Chenin Blanc,Simonsig,white,no
87297,France,"Very pure in character, a wine that expresses the chalk terroir. Minerality and complexities of bright acidity, flavors of pear juice and grapefruit presage a final hint of honey.",Le Mont Sec,94,30.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Domaine Huët 2010 Le Mont Sec  (Vouvray),Chenin Blanc,Domaine Huët,white,no
87300,France,"Nutty in style, this classic wine shows the true intensity of dry Chenin Blanc. It's a wine with weight, concentration, toast, spice and an overpowering lemon and honey character. For long-term aging.",Chenin Blanc,93,,Loire Valley,Savennières-Roche-Aux-Moines,,Roger Voss,@vossroger,Domaine aux Moines 2009  Savennières-Roche-Aux-Moines,Chenin Blanc,Domaine aux Moines,white,no
